"fyear","act","at","bkvlps","ceq","csho","dltt","emp","lct","ni","oibdp","rdip","sale","xad","xsga","prcc_f","busdesc","conml","gsubind","sic"
"1393",2016,5045.481,13965.67,4.6396,8101.373,1746.14,634.283,228.854,4557.25,1617.709,2441.867,0,25822.58,NA,3775.216,18.008,"Wal-Mart de Mexico, S.A.B. de C.V. owns and operates self-service stores in Mexico and Central America. The company operates discount stores, hypermarkets, supermarkets, membership self-service wholesale stores, and pharmacies.","Wal-Mart De Mexico SA De Cv, Mexico",30101040,5331
"1394",2017,5441.901,15033.77,4.652,8123.117,1746.14,604.692,237.055,5490.341,2029.836,2822.923,0,29189.39,NA,4261.013,24.645,"Wal-Mart de Mexico, S.A.B. de C.V. owns and operates self-service stores in Mexico and Central America. The company operates discount stores, hypermarkets, supermarkets, membership self-service wholesale stores, and pharmacies.","Wal-Mart De Mexico SA De Cv, Mexico",30101040,5331
"1395",2018,5883.476,15598.82,4.8062,8392.246,1746.14,720.952,234.431,5809.722,1870.289,3132.011,0,31393.7,NA,4080.987,25.379,"Wal-Mart de Mexico, S.A.B. de C.V. owns and operates self-service stores in Mexico and Central America. The company operates discount stores, hypermarkets, supermarkets, membership self-service wholesale stores, and pharmacies.","Wal-Mart De Mexico SA De Cv, Mexico",30101040,5331
"1396",2019,6039.023,18512.41,5.1054,8914.698,1746.14,2871.894,238.972,6017.486,2009.264,3730.162,0,34294.5,NA,4133.529,28.744,"Wal-Mart de Mexico, S.A.B. de C.V. owns and operates self-service stores in Mexico and Central America. The company operates discount stores, hypermarkets, supermarkets, membership self-service wholesale stores, and pharmacies.","Wal-Mart De Mexico SA De Cv, Mexico",30101040,5331
"1397",2011,19.689,23.854,-0.3404,-4.3,24.409,0,0.861,13.637,-1.315,0.913,0,80.883,2.378,32.344,0.13,"iParty Corp. operates as a retailer of party goods in New England and Florida, the United States.","iParty Corp.",25504040,5990
"1398",2012,20.019,23.323,-0.3944,-5.637,24.431,0,0.885,14.465,-1.536,0.559,0,79.094,2.232,31.071,0.14,"iParty Corp. operates as a retailer of party goods in New England and Florida, the United States.","iParty Corp.",25504040,5990
"1399",2010,219.684,637.544,10.6852,201.629,18.87,198.036,1.919,237.191,-356.273,49.779,0,762.078,NA,274.76,14.81,"School Specialty, Inc., together with its subsidiaries, provides supplies, furniture, technology products, and curriculum solutions to the education marketplace in the United States and Canada.","School Specialty Inc.",25302010,5961
"1400",2011,195.029,463.521,3.5986,67.946,18.881,289.668,1.75,105.32,-134.017,37.697,0,731.991,NA,264.377,3.27,"School Specialty, Inc., together with its subsidiaries, provides supplies, furniture, technology products, and curriculum solutions to the education marketplace in the United States and Canada.","School Specialty Inc.",25302010,5961
"1401",2012,247.213,427.573,-4.1291,-79.192,19.179,0,1.583,277.538,-147.692,31.17,0,674.998,NA,255.876,0.049,"School Specialty, Inc., together with its subsidiaries, provides supplies, furniture, technology products, and curriculum solutions to the education marketplace in the United States and Canada.","School Specialty Inc.",25302010,5961
"1402",2013,193.326,339.619,103.057,103.057,1,153.987,1.45,81.404,58.583,27.06,0,630.742,NA,235.37,110.05,"School Specialty, Inc., together with its subsidiaries, provides supplies, furniture, technology products, and curriculum solutions to the education marketplace in the United States and Canada.","School Specialty Inc.",25302010,5961
"1403",2014,189.381,312.952,66.377,66.377,1,156.549,1.16,88.786,-33.532,18.612,0,621.868,NA,227.996,100,"School Specialty, Inc., together with its subsidiaries, provides supplies, furniture, technology products, and curriculum solutions to the education marketplace in the United States and Canada.","School Specialty Inc.",25302010,5961
"1404",2015,167.081,279.079,81.606,81.606,1,147.028,1.18,49.884,-10.517,35.699,0,610.253,NA,203.831,80,"School Specialty, Inc., together with its subsidiaries, provides supplies, furniture, technology products, and curriculum solutions to the education marketplace in the United States and Canada.","School Specialty Inc.",25302010,5961
"1405",2016,188.398,287.607,98.119,98.119,1,131.994,1.156,57.41,14.764,42.006,0,656.322,NA,208.182,100,"School Specialty, Inc., together with its subsidiaries, provides supplies, furniture, technology products, and curriculum solutions to the education marketplace in the United States and Canada.","School Specialty Inc.",25302010,5961
"1406",2017,196.438,312.407,15.3559,107.491,7,130.574,1.264,74.17,6.779,44.551,0,658.383,NA,208.982,16.65,"School Specialty, Inc., together with its subsidiaries, provides supplies, furniture, technology products, and curriculum solutions to the education marketplace in the United States and Canada.","School Specialty Inc.",25302010,5961
"1407",2018,185.761,270.676,9.6233,67.363,7,103.583,1.189,98.629,-38.741,28.252,0,673.452,NA,214.323,7.1,"School Specialty, Inc., together with its subsidiaries, provides supplies, furniture, technology products, and curriculum solutions to the education marketplace in the United States and Canada.","School Specialty Inc.",25302010,5961
"1408",2019,153.606,234.742,2.6758,18.784,7.02,10.008,1.136,205.457,-49.548,20.061,0,626.073,NA,201.711,0.41,"School Specialty, Inc., together with its subsidiaries, provides supplies, furniture, technology products, and curriculum solutions to the education marketplace in the United States and Canada.","School Specialty Inc.",25302010,5961
"1409",2010,170.549,229.683,11.9769,104.726,8.744,31.766,5.848,86.679,1.705,32.409,0,521.055,7.7,184.142,5.54,"On February 20, 2017, Hastings Entertainment Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. Hastings Entertainment, Inc. operates as a multimedia entertainment retailer.","Hastings Entertainment Inc",25504040,5735
"1410",2011,170.767,225.474,10.3784,86.058,8.292,53.279,5.153,77.418,-17.579,16.432,0,496.387,7.2,185.351,1.62,"On February 20, 2017, Hastings Entertainment Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. Hastings Entertainment, Inc. operates as a multimedia entertainment retailer.","Hastings Entertainment Inc",25504040,5735
"1411",2012,159.494,205.982,9.08,73.975,8.147,41.805,5.233,82.324,-9.313,13.145,0,462.501,6,174.461,2.17,"On February 20, 2017, Hastings Entertainment Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. Hastings Entertainment, Inc. operates as a multimedia entertainment retailer.","Hastings Entertainment Inc",25504040,5735
"1412",2013,166.285,206.645,7.8598,64.002,8.143,51.749,4.738,85.595,-10.183,8.426,0,435.962,4.4,162.298,1.94,"On February 20, 2017, Hastings Entertainment Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. Hastings Entertainment, Inc. operates as a multimedia entertainment retailer.","Hastings Entertainment Inc",25504040,5735
"1413",2010,244.593,501.991,NA,215.804,NA,111.837,NA,129.727,-7.051,30.398,0,772.752,56.1,272.485,NA,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and child and teen furnishings.","RH",25504060,5712
"1414",2011,322.877,586.809,NA,250.462,NA,126.927,NA,161.974,20.588,57.629,0,958.084,66.9,327.906,NA,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and child and teen furnishings.","RH",25504060,5712
"1415",2012,492.758,789.613,11.8945,451.611,37.968,84.103,3.1,219.424,-12.789,91.55,0,1193.046,98.8,374.897,36,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and child and teen furnishings.","RH",25504060,5712
"1416",2013,613.815,1025.103,13.9367,545.272,39.125,121.689,3.6,317.448,18.195,148.555,0,1550.961,83,435.979,56.74,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and child and teen furnishings.","RH",25504060,5712
"1417",2014,912.244,1525.999,17.62,702.916,39.893,435.93,4,344.429,91.002,207.889,0,1867.422,114.7,517.348,87.53,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and child and teen furnishings.","RH",25504060,5712
"1418",2015,1313.677,2088.472,21.8357,886.16,40.583,693.344,4.6,452.555,91.103,249.202,0,2109.006,107.7,565.299,61.62,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and child and teen furnishings.","RH",25504060,5712
"1419",2016,1138.257,2192.52,22.5298,919.869,40.829,777.991,5,416.169,5.401,156.237,0,2138.312,79.8,601.27,27.02,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and child and teen furnishings.","RH",25504060,5712
"1420",2017,644.93,1732.866,-0.3409,-7.336,21.517,1141.907,5.2,519.335,2.18,209.551,0,2443.381,106.6,719.7,93.99,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and child and teen furnishings.","RH",25504060,5712
"1421",2018,682.693,1806.034,-1.1213,-22.962,20.478,833.197,5.2,918.172,150.639,372.041,0,2510.386,97,705.604,135.87,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and child and teen furnishings.","RH",25504060,5712
"1422",2019,596.952,2445.694,0.9695,18.651,19.237,1434.352,5.1,982.912,220.375,420.896,0,2647.046,107.6,734.052,208.75,"RH, together with its subsidiaries, operates as a retailer in the home furnishings. It offers products in various categories, including furniture, lighting, textiles, bathware, decor, outdoor and garden, and child and teen furnishings.","RH",25504060,5712
"1423",2010,634.895,860.166,7.9975,511.121,63.91,0,15.9,270.675,121.505,263.724,0,1722.227,60.661,533.029,43.42,"J.Crew Group, Inc. operates as a multi-brand apparel and accessories retailer in the United States, Canada, the United Kingdom, Hong Kong, and France.","J Crew Group Inc",25504010,5621
"1424",2011,526.621,3573.522,1177052,1177.052,0.001,1579,16.2,316.19,-3.741,269.572,0,1854.988,75.436,557.527,43.51,"J.Crew Group, Inc. operates as a multi-brand apparel and accessories retailer in the United States, Canada, the United Kingdom, Hong Kong, and France.","J Crew Group Inc",25504010,5621
"1425",2012,411.438,3486.714,1091491,1091.491,0.001,1567,17.1,325.674,96.087,349.76,0,2227.717,83.618,733.07,NA,"J.Crew Group, Inc. operates as a multi-brand apparel and accessories retailer in the United States, Canada, the United Kingdom, Hong Kong, and France.","J Crew Group Inc",25504010,5621
"1426",2013,581.672,3682.22,1190420,1190.42,0.001,1555,18.8,421.88,88.124,347.175,0,2428.257,103.152,756.219,NA,"J.Crew Group, Inc. operates as a multi-brand apparel and accessories retailer in the United States, Canada, the United Kingdom, Hong Kong, and France.","J Crew Group Inc",25504010,5621
"1427",2014,558.962,2951.613,516024,516.024,0.001,1532.769,18.8,424.334,-657.773,231.582,0,2579.695,110.65,848.738,NA,"J.Crew Group, Inc. operates as a multi-brand apparel and accessories retailer in the United States, Canada, the United Kingdom, Hong Kong, and France.","J Crew Group Inc",25504010,5621
"1428",2015,525.827,1516.277,-768987,-768.987,0.001,1518.218,19.2,434.142,-1242.676,175.237,0,2505.827,119.628,839.859,NA,"J.Crew Group, Inc. operates as a multi-brand apparel and accessories retailer in the United States, Canada, the United Kingdom, Hong Kong, and France.","J Crew Group Inc",25504010,5621
"1429",2016,506.212,1432.71,-786211,-786.211,0.001,1494.49,17.9,400.497,-23.514,169.022,0,2425.462,104.695,826.298,NA,"J.Crew Group, Inc. operates as a multi-brand apparel and accessories retailer in the United States, Canada, the United Kingdom, Hong Kong, and France.","J Crew Group Inc",25504010,5621
"1430",2017,488.59,1201.007,-1149534,-1149.534,0.001,1697.812,13.2,475.387,-124.959,134.514,0,2370.118,103.721,868.035,NA,"J.Crew Group, Inc. operates as a multi-brand apparel and accessories retailer in the United States, Canada, the United Kingdom, Hong Kong, and France.","J Crew Group Inc",25504010,5621
"1431",2018,562.57,1221.651,-1272243,-1272.243,0.001,1673.282,14.5,668.767,-120.079,87.723,0,2483.994,127.149,843.205,NA,"J.Crew Group, Inc. operates as a multi-brand apparel and accessories retailer in the United States, Canada, the United Kingdom, Hong Kong, and France.","J Crew Group Inc",25504010,5621
"1432",2019,497.086,1599.293,NA,-1350.417,0.001,2106.817,NA,794.038,-78.8,150.222,0,2540.13,NA,896.598,NA,"J.Crew Group, Inc. operates as a multi-brand apparel and accessories retailer in the United States, Canada, the United Kingdom, Hong Kong, and France.","J Crew Group Inc",25504010,5621
"1433",2010,1318.044,2389.631,24.9498,1156.272,46.344,534.813,24,393.594,127.628,379.804,0,3513.275,143.2,920.174,23.5,"Belk, Inc., together with its subsidiaries, owns and operates department stores in the United States.","Belk Inc.",25503010,5311
"1434",2011,1405.094,2514.216,27.5232,1236.23,44.916,415.515,23,559.676,183.148,420.528,0,3699.592,152,940.31,31,"Belk, Inc., together with its subsidiaries, owns and operates department stores in the United States.","Belk Inc.",25503010,5311
"1435",2012,1344.388,2482.363,29.5571,1262.621,42.718,390.11,23.8,555.768,188.37,458.391,0,3956.866,164.1,984.957,40,"Belk, Inc., together with its subsidiaries, owns and operates department stores in the United States.","Belk Inc.",25503010,5311
"1436",2013,1367.416,2564.638,33.1352,1358.245,40.991,385.673,24.7,586.764,158.533,423.047,0,4038.118,162.3,1029.374,50.1,"Belk, Inc., together with its subsidiaries, owns and operates department stores in the United States.","Belk Inc.",25503010,5311
"1437",2014,1341.902,2654.491,34.6818,1361.746,39.264,318.991,24.35,699.475,146.062,418.963,0,4109.561,164.8,1075.328,49.5,"Belk, Inc., together with its subsidiaries, owns and operates department stores in the United States.","Belk Inc.",25503010,5311
"1438",2010,82.723,139.703,2.6738,84.044,31.433,0,2.605,43.831,-21.643,-11.622,0,220.697,NA,95.746,1.845,"dELiA*s, Inc. operates as a multi-channel retail company, primarily marketing to teenage girls in the United States. The company sells various product categories to consumers through its Website, direct mail catalogs, and retail stores.","dELiAs Inc",25502020,5621
"1439",2011,65.03,115.336,1.9576,62.109,31.727,0,2.131,41.682,-22.67,-13.453,0,217.152,NA,93.235,1.0699,"dELiA*s, Inc. operates as a multi-channel retail company, primarily marketing to teenage girls in the United States. The company sells various product categories to consumers through its Website, direct mail catalogs, and retail stores.","dELiAs Inc",25502020,5621
"1440",2012,54.355,94.492,1.2916,41.253,31.94,0,2.04,43.739,-21.554,-11.553,0,222.699,21.5,93.614,1.03,"dELiA*s, Inc. operates as a multi-channel retail company, primarily marketing to teenage girls in the United States. The company sells various product categories to consumers through its Website, direct mail catalogs, and retail stores.","dELiAs Inc",25502020,5621
"1441",2013,38.149,70.379,0.3036,21.061,69.366,0,1.689,41.094,-58.511,-45.547,0,136.65,11.7,76.004,0.74,"dELiA*s, Inc. operates as a multi-channel retail company, primarily marketing to teenage girls in the United States. The company sells various product categories to consumers through its Website, direct mail catalogs, and retail stores.","dELiAs Inc",25502020,5621
"1442",2011,100.825,256.951,2.2061,141.661,64.212,29.25,2.3,83.047,5.722,34.128,0,689.787,67.9,245.956,3.1,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States. It operates in three segments: Consumer Floral; Gourmet Foods & Gift Baskets; and BloomNet.","1-800-FLOWERS.COM Inc",25502020,5961
"1443",2012,115.741,264.848,2.5055,161.748,64.556,13.5,2.2,86.02,17.646,38.996,0,716.257,75.4,254.963,3.49,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States. It operates in three segments: Consumer Floral; Gourmet Foods & Gift Baskets; and BloomNet.","1-800-FLOWERS.COM Inc",25502020,5961
"1444",2013,92.649,250.073,2.6503,169.271,63.868,0,2.15,75.763,12.321,44.584,0,735.497,77.9,260.608,6.19,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States. It operates in three segments: Consumer Floral; Gourmet Foods & Gift Baskets; and BloomNet.","1-800-FLOWERS.COM Inc",25502020,5961
"1445",2014,91.818,267.569,2.8589,183.199,64.08,0,2.034,74.307,15.372,43.554,0,756.345,83,272.119,5.8,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States. It operates in three segments: Consumer Floral; Gourmet Foods & Gift Baskets; and BloomNet.","1-800-FLOWERS.COM Inc",25502020,5961
"1446",2015,159.968,501.946,3.2054,208.449,65.031,117.563,4.524,123.607,20.287,87.701,0,1121.506,130.6,410.81,10.46,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States. It operates in three segments: Consumer Floral; Gourmet Foods & Gift Baskets; and BloomNet.","1-800-FLOWERS.COM Inc",25502020,5961
"1447",2016,166.659,506.514,3.7184,242.586,65.24,97.969,4.49,120.861,36.875,79.431,0,1173.024,133.1,438.027,9.02,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States. It operates in three segments: Consumer Floral; Gourmet Foods & Gift Baskets; and BloomNet.","1-800-FLOWERS.COM Inc",25502020,5961
"1448",2017,257.402,552.47,4.3328,282.239,65.14,101.377,4.633,125.175,44.041,79.735,0,1193.625,137.5,440.546,9.75,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States. It operates in three segments: Consumer Floral; Gourmet Foods & Gift Baskets; and BloomNet.","1-800-FLOWERS.COM Inc",25502020,5961
"1449",2018,273.021,570.889,4.872,314.904,64.635,92.267,4.785,124.799,40.791,73.943,0,1151.921,138.2,415.082,12.55,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States. It operates in three segments: Consumer Floral; Gourmet Foods & Gift Baskets; and BloomNet.","1-800-FLOWERS.COM Inc",25502020,5961
"1450",2019,303.238,606.44,5.3201,342.711,64.418,91.973,4.095,127.497,34.766,75.073,0,1248.623,147.8,451.048,18.88,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States. It operates in three segments: Consumer Floral; Gourmet Foods & Gift Baskets; and BloomNet.","1-800-FLOWERS.COM Inc",25502020,5961
"1451",2020,378.63,774.435,6.2189,399.774,64.284,149.523,4.3,180.332,58.998,115.583,0,1489.637,171.4,506.613,20.02,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States. It operates in three segments: Consumer Floral; Gourmet Foods & Gift Baskets; and BloomNet.","1-800-FLOWERS.COM Inc",25502020,5961
"1452",2011,3.871,20.718,0.6087,14.881,24.448,2.836,NA,2.832,-1.977,-1.674,0,27.643,0.394,9.68,0.0412,"Dougherty's Pharmacy, Inc. focuses on acquiring, managing, and growing community based pharmacies in the Southwest Region of the United States. Its flagship store is Dougherty's Pharmacy, a turn-key multi-service pharmacy located in Dallas, Texas.","Doughertys Pharmacy Inc",30101010,5912
"1453",2012,3.487,12.617,0.2881,7.043,24.448,2.905,NA,2.501,-3.64,-0.009,0,24.7,0.127,7.381,0.25,"Dougherty's Pharmacy, Inc. focuses on acquiring, managing, and growing community based pharmacies in the Southwest Region of the United States. Its flagship store is Dougherty's Pharmacy, a turn-key multi-service pharmacy located in Dallas, Texas.","Doughertys Pharmacy Inc",30101010,5912
"1454",2013,4.134,13.174,0.3918,8.452,21.572,1.939,NA,2.783,1.241,1.136,0,25.194,0.087,6.603,0.176,"Dougherty's Pharmacy, Inc. focuses on acquiring, managing, and growing community based pharmacies in the Southwest Region of the United States. Its flagship store is Dougherty's Pharmacy, a turn-key multi-service pharmacy located in Dallas, Texas.","Doughertys Pharmacy Inc",30101010,5912
"1455",2014,4.353,14.004,0.4087,8.917,21.818,2.76,NA,2.327,0.452,0.811,0,28.479,0.103,7.642,0.261,"Dougherty's Pharmacy, Inc. focuses on acquiring, managing, and growing community based pharmacies in the Southwest Region of the United States. Its flagship store is Dougherty's Pharmacy, a turn-key multi-service pharmacy located in Dallas, Texas.","Doughertys Pharmacy Inc",30101010,5912
"1456",2015,6.416,20.306,0.3865,8.541,22.097,8.418,NA,3.347,-0.396,0.67,0,40.952,0.152,10.628,0.225,"Dougherty's Pharmacy, Inc. focuses on acquiring, managing, and growing community based pharmacies in the Southwest Region of the United States. Its flagship store is Dougherty's Pharmacy, a turn-key multi-service pharmacy located in Dallas, Texas.","Doughertys Pharmacy Inc",30101010,5912
"1457",2016,6.013,15.375,0.1652,3.703,22.418,7.607,NA,4.065,-4.859,0.601,0,42.786,0.109,10.449,0.2051,"Dougherty's Pharmacy, Inc. focuses on acquiring, managing, and growing community based pharmacies in the Southwest Region of the United States. Its flagship store is Dougherty's Pharmacy, a turn-key multi-service pharmacy located in Dallas, Texas.","Doughertys Pharmacy Inc",30101010,5912
"1458",2017,6.242,12.627,0.071,1.63,22.973,2.801,0.105,8.196,-2.108,0.428,0,40.213,0.101,10.395,0.14,"Dougherty's Pharmacy, Inc. focuses on acquiring, managing, and growing community based pharmacies in the Southwest Region of the United States. Its flagship store is Dougherty's Pharmacy, a turn-key multi-service pharmacy located in Dallas, Texas.","Doughertys Pharmacy Inc",30101010,5912
"1459",2018,4.902,8.462,-0.0823,-1.902,23.098,2.096,0.099,8.268,-3.528,-0.123,0,36.051,0.106,9.248,0.0156,"Dougherty's Pharmacy, Inc. focuses on acquiring, managing, and growing community based pharmacies in the Southwest Region of the United States. Its flagship store is Dougherty's Pharmacy, a turn-key multi-service pharmacy located in Dallas, Texas.","Doughertys Pharmacy Inc",30101010,5912
"1460",2011,54.486,64.292,8.0152,50.985,6.361,0,0.143,13.236,-1.19,0.556,0,119.466,4.8,32.527,17.05,"Geeknet, Inc., through its subsidiaries, operates as an online retailer for the global geek community in the United States. It operates through two segments, Website and Wholesale.","Geeknet Inc",25502020,5961
"1461",2012,82.014,85.872,10.539,69.083,6.555,0,0.076,16.76,13.907,-0.694,0,118.913,NA,23.153,16.1,"Geeknet, Inc., through its subsidiaries, operates as an online retailer for the global geek community in the United States. It operates through two segments, Website and Wholesale.","Geeknet Inc",25502020,5961
"1462",2013,87.191,89.706,10.5388,69.967,6.639,0,0.091,19.739,-0.234,1.115,0,138.262,NA,27.26,18.09,"Geeknet, Inc., through its subsidiaries, operates as an online retailer for the global geek community in the United States. It operates through two segments, Website and Wholesale.","Geeknet Inc",25502020,5961
"1463",2014,82.992,87.837,9.3485,62.822,6.72,0,0.12,24.09,-8.272,-6.732,0,140.705,NA,32.383,8.28,"Geeknet, Inc., through its subsidiaries, operates as an online retailer for the global geek community in the United States. It operates through two segments, Website and Wholesale.","Geeknet Inc",25502020,5961
"1464",2010,63.422,169.926,1.1318,76.428,67.527,32.874,3.7,40.846,7.599,22.544,0,361.955,NA,25.936,6.55,"Krispy Kreme Doughnuts, Inc., together with its subsidiaries, operates as a branded retailer and wholesaler of doughnuts, coffee and other complementary beverages, and treats and packaged sweets.","Krispy Kreme Doughnuts Inc.",25301040,5400
"1465",2011,97.24,334.948,3.6587,249.126,68.092,25.369,2.8,41.518,166.269,33.802,0,403.217,NA,22.981,7.33,"Krispy Kreme Doughnuts, Inc., together with its subsidiaries, operates as a branded retailer and wholesaler of doughnuts, coffee and other complementary beverages, and treats and packaged sweets.","Krispy Kreme Doughnuts Inc.",25301040,5400
"1466",2012,134.784,341.938,3.7706,246.432,65.356,23.595,4.3,46.676,20.779,47.62,0,435.843,NA,25.395,13,"Krispy Kreme Doughnuts, Inc., together with its subsidiaries, operates as a branded retailer and wholesaler of doughnuts, coffee and other complementary beverages, and treats and packaged sweets.","Krispy Kreme Doughnuts Inc.",25301040,5400
"1467",2013,127.487,338.546,4.0821,265.093,64.94,1.659,4.3,46.408,34.256,59.076,0,460.331,8.2,25.123,17.25,"Krispy Kreme Doughnuts, Inc., together with its subsidiaries, operates as a branded retailer and wholesaler of doughnuts, coffee and other complementary beverages, and treats and packaged sweets.","Krispy Kreme Doughnuts Inc.",25301040,5400
"1468",2014,127.847,352.713,4.1245,267.786,64.926,9.354,5,49.958,30.06,63.541,0,490.334,9.8,27.049,19.47,"Krispy Kreme Doughnuts, Inc., together with its subsidiaries, operates as a branded retailer and wholesaler of doughnuts, coffee and other complementary beverages, and treats and packaged sweets.","Krispy Kreme Doughnuts Inc.",25301040,5400
"1469",2015,99.142,342.875,4.0613,256.14,63.069,11.217,5.2,49.719,32.398,69.197,0,518.714,10.3,35.036,14.66,"Krispy Kreme Doughnuts, Inc., together with its subsidiaries, operates as a branded retailer and wholesaler of doughnuts, coffee and other complementary beverages, and treats and packaged sweets.","Krispy Kreme Doughnuts Inc.",25301040,5400
"1470",2010,7.811,19.625,2.8576,12.039,4.213,5.182,NA,1.69,-0.037,0.913,0,24.858,0.075,7.779,1.39,"Bowlin Travel Centers, Inc. operates travel centers and restaurants located along interstate highways in New Mexico and Arizona.","Bowlin Travel Centers Inc",25504040,5412
"1471",2011,7.923,19.851,2.8039,11.737,4.186,5.179,NA,1.291,-0.262,0.754,0,26.395,0.096,7.643,1.35,"Bowlin Travel Centers, Inc. operates travel centers and restaurants located along interstate highways in New Mexico and Arizona.","Bowlin Travel Centers Inc",25504040,5412
"1472",2012,7.593,18.853,2.7741,11.504,4.147,4.867,NA,1.579,-0.178,0.682,0,26.828,0.092,7.854,1.35,"Bowlin Travel Centers, Inc. operates travel centers and restaurants located along interstate highways in New Mexico and Arizona.","Bowlin Travel Centers Inc",25504040,5412
"1473",2013,7.588,18.237,2.7372,11.31,4.132,4.547,NA,1.601,-0.174,0.686,0,27.053,0.101,8.276,1.39,"Bowlin Travel Centers, Inc. operates travel centers and restaurants located along interstate highways in New Mexico and Arizona.","Bowlin Travel Centers Inc",25504040,5412
"1474",2014,7.908,18.685,2.7627,11.327,4.1,4.732,NA,1.901,0.062,1.083,0,27.475,0.108,8.772,1.45,"Bowlin Travel Centers, Inc. operates travel centers and restaurants located along interstate highways in New Mexico and Arizona.","Bowlin Travel Centers Inc",25504040,5412
"1475",2015,8.207,18.726,2.8654,11.688,4.079,4.431,NA,1.904,0.392,1.644,0,24.075,0.159,9.572,1.45,"Bowlin Travel Centers, Inc. operates travel centers and restaurants located along interstate highways in New Mexico and Arizona.","Bowlin Travel Centers Inc",25504040,5412
"1476",2016,8.535,18.956,2.9438,11.896,4.041,4.3,NA,1.995,0.271,1.621,0,23.891,0.168,10.014,1.79,"Bowlin Travel Centers, Inc. operates travel centers and restaurants located along interstate highways in New Mexico and Arizona.","Bowlin Travel Centers Inc",25504040,5412
"1477",2017,9.009,20.304,3.0664,12.333,4.022,5.07,NA,2.145,0.475,1.603,0,25.76,0.174,10.565,2.1,"Bowlin Travel Centers, Inc. operates travel centers and restaurants located along interstate highways in New Mexico and Arizona.","Bowlin Travel Centers Inc",25504040,5412
"1478",2018,9.445,23.267,3.1879,12.758,4.002,7.726,NA,2.163,0.236,1.685,0,28.23,0.195,11.182,2.46,"Bowlin Travel Centers, Inc. operates travel centers and restaurants located along interstate highways in New Mexico and Arizona.","Bowlin Travel Centers Inc",25504040,5412
"1479",2019,10.323,25.16,3.2763,13.043,3.981,8.55,NA,2.778,0.348,2.128,0,28.969,0.19,11.578,2.9,"Bowlin Travel Centers, Inc. operates travel centers and restaurants located along interstate highways in New Mexico and Arizona.","Bowlin Travel Centers Inc",25504040,5412
"1480",2011,298.666,394.064,7.1532,156.59,21.891,66.621,8.8,141.757,11.673,37.711,0,902.134,47.6,272.436,10.44,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.","Big 5 Sporting Goods Corp",25504040,5940
"1481",2012,311.971,406.66,7.5627,164.42,21.741,50.316,9,161.961,14.915,44.867,0,940.49,45.9,276.797,13.1,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.","Big 5 Sporting Goods Corp",25504040,5940
"1482",2013,345.009,441.888,8.5555,190.77,22.298,44.613,9,176.316,27.946,68.919,0,993.623,44.5,280.313,19.82,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.","Big 5 Sporting Goods Corp",25504040,5940
"1483",2014,357.654,455.576,8.7919,195.004,22.18,67.467,9,163.965,14.876,48.08,0,977.86,42.6,286.874,14.63,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States.","Big 5 Sporting Goods Corp",25504040,5940
