"fyear","act","at","bkvlps","ceq","csho","dltt","emp","lct","ni","oibdp","rdip","sale","xad","xsga","prcc_f","busdesc","conml","gsubind","sic"
"407",2014,413.918,1656.952,18.8855,382.602,20.259,924.772,23,250.748,51.426,220.183,0,3835.986,12.3,722.644,23.69,"Ingles Markets, Incorporated operates a chain of supermarkets in the southeast United States.","Ingles Markets Inc",30101030,5411
"408",2015,432.296,1671.383,21.1736,428.978,20.26,882.692,25,253.243,59.353,239.868,0,3778.644,12.1,669.136,47.83,"Ingles Markets, Incorporated operates a chain of supermarkets in the southeast United States.","Ingles Markets Inc",30101030,5411
"409",2016,418.487,1686.478,23.2082,470.175,20.259,866.473,26.5,241.605,54.189,236.398,0,3794.977,13.3,704.007,39.54,"Ingles Markets, Incorporated operates a chain of supermarkets in the southeast United States.","Ingles Markets Inc",30101030,5411
"410",2017,445.84,1733.306,25.2247,511.053,20.26,865.66,25,245.563,53.874,237.377,0,4002.7,12.5,741.616,25.7,"Ingles Markets, Incorporated operates a chain of supermarkets in the southeast United States.","Ingles Markets Inc",30101030,5411
"411",2018,496.743,1824.911,29.3886,595.414,20.26,852.74,26,260.138,97.365,237.179,0,4092.805,12.6,757.391,34.25,"Ingles Markets, Incorporated operates a chain of supermarkets in the southeast United States.","Ingles Markets Inc",30101030,5411
"412",2019,497.103,1867.328,32.7109,662.723,20.26,839.637,27,247.579,81.58,260.661,0,4202.034,10,775.839,38.86,"Ingles Markets, Incorporated operates a chain of supermarkets in the southeast United States.","Ingles Markets Inc",30101030,5411
"413",2020,470.186,1899.299,40.4408,819.331,20.26,627.161,27,323.813,178.601,392.784,0,4610.609,15.8,821.067,38.04,"Ingles Markets, Incorporated operates a chain of supermarkets in the southeast United States.","Ingles Markets Inc",30101030,5411
"414",2010,403.724,641.441,NA,531.583,NA,3.998,NA,102.698,49.756,93.864,0,2347.387,62,442.296,NA,"Sears Hometown and Outlet Stores, Inc. engages in the retail sale of home appliances, lawn and garden equipment, tools, and hardware in the United States. It operates in two segments, Sears Hometown (Hometown) and Sears Outlet (Outlet).","Sears Hometown and Outlet Stores Inc",25504030,5700
"415",2011,405.521,651.838,NA,538.106,NA,1.937,5.3,108.185,33.056,65.048,0,2344.199,65,458.635,NA,"Sears Hometown and Outlet Stores, Inc. engages in the retail sale of home appliances, lawn and garden equipment, tools, and hardware in the United States. It operates in two segments, Sears Hometown (Hometown) and Sears Outlet (Outlet).","Sears Hometown and Outlet Stores Inc",25504030,5700
"416",2012,473.812,785.803,24.5146,566.287,23.1,0.769,4.935,215.995,60.08,108.999,0,2453.606,67,504.4,39.15,"Sears Hometown and Outlet Stores, Inc. engages in the retail sale of home appliances, lawn and garden equipment, tools, and hardware in the United States. It operates in two segments, Sears Hometown (Hometown) and Sears Outlet (Outlet).","Sears Hometown and Outlet Stores Inc",25504030,5700
"417",2013,538.05,847.185,25.9405,590.225,22.753,0.095,4.485,252.606,35.55,71.514,0,2421.562,67,506.63,20.99,"Sears Hometown and Outlet Stores, Inc. engages in the retail sale of home appliances, lawn and garden equipment, tools, and hardware in the United States. It operates in two segments, Sears Hometown (Hometown) and Sears Outlet (Outlet).","Sears Hometown and Outlet Stores Inc",25504030,5700
"418",2014,497.295,645.722,18.5735,422.286,22.736,0.176,3.634,221.162,-168.805,4.7,0,2356.033,74,547.836,11.35,"Sears Hometown and Outlet Stores, Inc. engages in the retail sale of home appliances, lawn and garden equipment, tools, and hardware in the United States. It operates in two segments, Sears Hometown (Hometown) and Sears Outlet (Outlet).","Sears Hometown and Outlet Stores Inc",25504030,5700
"419",2015,487.019,633.833,17.7145,402.509,22.722,0.382,4.053,228.654,-27.261,-19.666,0,2287.788,71,538.168,6.96,"Sears Hometown and Outlet Stores, Inc. engages in the retail sale of home appliances, lawn and garden equipment, tools, and hardware in the United States. It operates in two segments, Sears Hometown (Hometown) and Sears Outlet (Outlet).","Sears Hometown and Outlet Stores Inc",25504030,5700
"420",2016,408.737,468.426,11.9167,270.699,22.716,0.274,3.6,195.754,-131.919,-44.426,0,2070.056,65.2,453.168,3.65,"Sears Hometown and Outlet Stores, Inc. engages in the retail sale of home appliances, lawn and garden equipment, tools, and hardware in the United States. It operates in two segments, Sears Hometown (Hometown) and Sears Outlet (Outlet).","Sears Hometown and Outlet Stores Inc",25504030,5700
"421",2017,368.499,412.688,7.7323,175.539,22.702,0.346,2.962,234.865,-95.057,-40.007,0,1719.951,48.2,388.55,2.45,"Sears Hometown and Outlet Stores, Inc. engages in the retail sale of home appliances, lawn and garden equipment, tools, and hardware in the United States. It operates in two segments, Sears Hometown (Hometown) and Sears Outlet (Outlet).","Sears Hometown and Outlet Stores Inc",25504030,5700
"422",2018,313.763,343.771,5.2839,119.956,22.702,0.399,2.992,221.976,-53.464,-2.052,0,1449.948,40,325.248,2.08,"Sears Hometown and Outlet Stores, Inc. engages in the retail sale of home appliances, lawn and garden equipment, tools, and hardware in the United States. It operates in two segments, Sears Hometown (Hometown) and Sears Outlet (Outlet).","Sears Hometown and Outlet Stores Inc",25504030,5700
"423",2011,815.092,1674.249,30.8805,902.452,29.224,503.018,6.619,170.201,135.963,302.447,0,1540.558,NA,123.634,46.63,"As of September 1, 2016, Cash America International, Inc. was acquired by FirstCash, Inc. Cash America International, Inc. provides specialty financial services to individuals through storefront lending locations and franchised check cashing centers.","Cash America International Inc.",40202010,5900
"424",2012,898.189,1818.258,34.3418,991.895,28.883,534.713,7.035,187.623,107.47,317.791,0,1801.122,NA,688.858,39.67,"As of September 1, 2016, Cash America International, Inc. was acquired by FirstCash, Inc. Cash America International, Inc. provides specialty financial services to individuals through storefront lending locations and franchised check cashing centers.","Cash America International Inc.",40202010,5900
"425",2013,1041.554,2081.741,38.6442,1082.423,28.01,717.383,7.637,179.487,142.528,303.054,0,1797.226,NA,732.304,38.3,"As of September 1, 2016, Cash America International, Inc. was acquired by FirstCash, Inc. Cash America International, Inc. provides specialty financial services to individuals through storefront lending locations and franchised check cashing centers.","Cash America International Inc.",40202010,5900
"426",2014,778.402,1522.447,39.3377,1133.202,28.807,196.47,6.426,119.465,98.638,107.258,0,1094.696,NA,482.292,22.62,"As of September 1, 2016, Cash America International, Inc. was acquired by FirstCash, Inc. Cash America International, Inc. provides specialty financial services to individuals through storefront lending locations and franchised check cashing centers.","Cash America International Inc.",40202010,5900
"427",2015,670.431,1378.997,40.1318,998.159,24.872,211.558,6.049,96.513,27.566,113.085,0,1029.491,NA,454.059,29.95,"As of September 1, 2016, Cash America International, Inc. was acquired by FirstCash, Inc. Cash America International, Inc. provides specialty financial services to individuals through storefront lending locations and franchised check cashing centers.","Cash America International Inc.",40202010,5900
"428",2010,1060.769,2143.1,7.1429,1163.565,162.899,359.25,12.9,481.907,47.846,221.879,0,2785.745,45.465,895.379,11.72,"Saks Incorporated operates retail stores in the United States. The company's retail stores offer an assortment of fashion apparel, shoes, accessories, jewelry, cosmetics, and gifts.","Saks Inc",25503010,5311
"429",2011,1085.674,2128.465,7.5404,1206.784,160.043,367.962,13.5,396.712,74.79,276.99,0,3013.593,59.036,951.184,9.98,"Saks Incorporated operates retail stores in the United States. The company's retail stores offer an assortment of fashion apparel, shoes, accessories, jewelry, cosmetics, and gifts.","Saks Inc",25503010,5311
"430",2012,1082.122,2090.247,7.6831,1149.849,149.66,260.603,13.9,545.337,62.882,271.071,0,3147.554,76.609,1006.609,10.81,"Saks Incorporated operates retail stores in the United States. The company's retail stores offer an assortment of fashion apparel, shoes, accessories, jewelry, cosmetics, and gifts.","Saks Inc",25503010,5311
"431",2010,109.506,182.613,2.3299,111.332,47.784,0,2.464,46.195,15.371,29.494,0,393.642,19,150.933,4.2,"Destination XL Group, Inc., together with its subsidiaries, operates as a specialty retailer of big and tall men's apparel.","Destination XL Group Inc",25504010,5651
"432",2011,133.407,233.721,3.1838,154.358,48.482,0,2.446,54.906,42.663,31.354,0,397.655,19.6,152.473,3.16,"Destination XL Group, Inc., together with its subsidiaries, operates as a specialty retailer of big and tall men's apparel.","Destination XL Group Inc",25504010,5651
"433",2012,133.086,245.945,3.3192,161.212,48.57,0,2.446,62.146,6.126,29.393,0,399.64,18.5,156.366,4.59,"Destination XL Group, Inc., together with its subsidiaries, operates as a specialty retailer of big and tall men's apparel.","Destination XL Group Inc",25504010,5651
"434",2013,126.441,237.381,2.0747,104.971,50.596,12.145,2.374,76.227,-59.786,7.762,0,387.983,27.8,170.652,5.38,"Destination XL Group, Inc., together with its subsidiaries, operates as a specialty retailer of big and tall men's apparel.","Destination XL Group Inc",25504010,5651
"435",2014,132.615,261.1,1.8229,92.39,50.683,26.651,2.435,90.307,-12.295,15.2,0,414.02,26,174.814,5.08,"Destination XL Group, Inc., together with its subsidiaries, operates as a specialty retailer of big and tall men's apparel.","Destination XL Group Inc",25504010,5651
"436",2015,143.159,274.347,1.7397,88.404,50.815,19.003,2.567,115.066,-8.408,23.269,0,442.221,23.6,180.57,4.3,"Destination XL Group, Inc., together with its subsidiaries, operates as a specialty retailer of big and tall men's apparel.","Destination XL Group Inc",25504010,5651
"437",2016,138.949,269.328,1.7439,88.52,50.76,12.061,2.625,115.699,-2.256,31.598,0,450.283,18.2,173.283,3.55,"Destination XL Group, Inc., together with its subsidiaries, operates as a specialty retailer of big and tall men's apparel.","Destination XL Group Inc",25504010,5651
"438",2017,121.667,240.405,1.4362,69.986,48.73,10.669,2.634,109.814,-18.826,14.932,0,467.976,29.5,195.425,2.6,"Destination XL Group, Inc., together with its subsidiaries, operates as a specialty retailer of big and tall men's apparel.","Destination XL Group Inc",25504010,5651
"439",2018,127.66,226.076,1.185,58.64,49.486,14.757,2.543,107.931,-13.531,24.342,0,473.756,24.4,186.947,2.58,"Destination XL Group, Inc., together with its subsidiaries, operates as a specialty retailer of big and tall men's apparel.","Destination XL Group Inc",25504010,5651
"440",2019,123.86,390.917,1.1559,58.423,50.542,196.864,2.353,130.363,-7.796,22.649,0,474.038,22.9,181.552,1.11,"Destination XL Group, Inc., together with its subsidiaries, operates as a specialty retailer of big and tall men's apparel.","Destination XL Group Inc",25504010,5651
"441",2011,62.732,84.23,0.8242,36.779,44.624,2.116,0.61,41.821,1.234,7.428,0,141.72,8.144,58.257,2.15,"Dreams, Inc., together with its subsidiaries, engages in the manufacturing, distributing, retailing, and selling sports licensed products, memorabilia, and acrylic display cases through various channels, including Internet, brick and mortar, catalogue, kiosks, and trade shows in North America.","Dreams Inc",25504040,5990
"442",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QVC, Inc., together with its subsidiaries, markets and sells a range of consumer products through merchandise-focused televised shopping programs, the internet, and mobile applications. The company operates in two segments, QxH and QVC-International.","QVC Inc",25502020,5961
"443",2011,2693,13570,NA,7890,NA,2480,NA,1318,560,1711,0,8268,81,1279,NA,"QVC, Inc., together with its subsidiaries, markets and sells a range of consumer products through merchandise-focused televised shopping programs, the internet, and mobile applications. The company operates in two segments, QxH and QVC-International.","QVC Inc",25502020,5961
"444",2012,2723,13438,NA,6690,NA,3465,17,1533,624,1782,0,8516,91,1315,NA,"QVC, Inc., together with its subsidiaries, markets and sells a range of consumer products through merchandise-focused televised shopping programs, the internet, and mobile applications. The company operates in two segments, QxH and QVC-International.","QVC Inc",25502020,5961
"445",2013,2722,13056,NA,6222,NA,3800,17.5,1467,588,1803,0,8623,89,1355,NA,"QVC, Inc., together with its subsidiaries, markets and sells a range of consumer products through merchandise-focused televised shopping programs, the internet, and mobile applications. The company operates in two segments, QxH and QVC-International.","QVC Inc",25502020,5961
"446",2014,2697,12476,NA,4943,NA,4620,17.3,1523,594,1866,0,8801,92,1388,NA,"QVC, Inc., together with its subsidiaries, markets and sells a range of consumer products through merchandise-focused televised shopping programs, the internet, and mobile applications. The company operates in two segments, QxH and QVC-International.","QVC Inc",25502020,5961
"447",2015,2679,12058,NA,4018,NA,5393,17.6,1539,628,1863,0,8743,87,1352,NA,"QVC, Inc., together with its subsidiaries, markets and sells a range of consumer products through merchandise-focused televised shopping programs, the internet, and mobile applications. The company operates in two segments, QxH and QVC-International.","QVC Inc",25502020,5961
"448",2016,2536,11545,NA,3795,NA,5275,17.7,1461,604,1808,0,8682,84,1334,NA,"QVC, Inc., together with its subsidiaries, markets and sells a range of consumer products through merchandise-focused televised shopping programs, the internet, and mobile applications. The company operates in two segments, QxH and QVC-International.","QVC Inc",25502020,5961
"449",2017,2726,11550,NA,4032,NA,5173,17.1,1645,926,1866,0,8771,86,1307,NA,"QVC, Inc., together with its subsidiaries, markets and sells a range of consumer products through merchandise-focused televised shopping programs, the internet, and mobile applications. The company operates in two segments, QxH and QVC-International.","QVC Inc",25502020,5961
"450",2018,3833,14856,NA,6710,NA,4699,21.4,2455,882,2013,0,11282,138,2021,NA,"QVC, Inc., together with its subsidiaries, markets and sells a range of consumer products through merchandise-focused televised shopping programs, the internet, and mobile applications. The company operates in two segments, QxH and QVC-International.","QVC Inc",25502020,5961
"451",2019,3780,14927,NA,6674,NA,5291,20.4,1976,767,1943,0,10986,153,1895,NA,"QVC, Inc., together with its subsidiaries, markets and sells a range of consumer products through merchandise-focused televised shopping programs, the internet, and mobile applications. The company operates in two segments, QxH and QVC-International.","QVC Inc",25502020,5961
"452",2010,96.482,140.923,1.7359,34.837,20.068,31.856,4.3,33.509,-10.461,11.13,0,275.465,10.114,112.232,1.43,"Hancock Fabrics, Inc. operates as a specialty retailer of fashion and home decorating textiles, sewing accessories, needlecraft supplies, and sewing machines in the United States.","Hancock Fabrics Inc.",25504040,5940
"453",2011,105.635,146.387,0.6763,13.871,20.511,52.32,3.7,35.656,-11.298,3.567,0,271.993,9.618,111.066,0.91,"Hancock Fabrics, Inc. operates as a specialty retailer of fashion and home decorating textiles, sewing accessories, needlecraft supplies, and sewing machines in the United States.","Hancock Fabrics Inc.",25504040,5940
"454",2012,111.676,150.532,0.1155,2.491,21.571,72.181,3.2,32.697,-8.51,4.497,0,277.989,10.018,109.24,0.4701,"Hancock Fabrics, Inc. operates as a specialty retailer of fashion and home decorating textiles, sewing accessories, needlecraft supplies, and sewing machines in the United States.","Hancock Fabrics Inc.",25504040,5940
"455",2013,116.352,155.072,0.1424,3.082,21.641,81.296,3.3,34.208,-1.942,8.748,0,276.03,11.139,111.107,1.08,"Hancock Fabrics, Inc. operates as a specialty retailer of fashion and home decorating textiles, sewing accessories, needlecraft supplies, and sewing machines in the United States.","Hancock Fabrics Inc.",25504040,5940
"456",2014,118.703,157.052,-0.7982,-17.565,22.006,84.74,3.1,37.36,-3.153,8.131,0,283.144,11.064,113.728,0.65,"Hancock Fabrics, Inc. operates as a specialty retailer of fashion and home decorating textiles, sewing accessories, needlecraft supplies, and sewing machines in the United States.","Hancock Fabrics Inc.",25504040,5940
"457",2010,2684.545,3735.669,17.1497,2177.475,126.969,588.494,9.2,479.913,368.403,762.835,0,3085.29,197.597,1210.872,58.13,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings.","Tiffany & Co.",25504040,5944
"458",2011,2889.675,4158.992,18.5426,2348.905,126.676,538.352,9.8,626.677,439.19,901.517,0,3642.937,234.05,1400.222,63.8,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings.","Tiffany & Co.",25504040,5944
"459",2012,3151.589,4630.85,20.4731,2598.732,126.934,765.238,9.9,586.592,416.157,857.92,0,3794.249,242.524,1466.067,65.75,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings.","Tiffany & Co.",25504040,5944
"460",2013,3228.388,4752.351,21.2017,2720.437,128.312,751.154,10.6,696.74,181.369,969.543,0,4031.13,247.466,1546.524,83.19,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings.","Tiffany & Co.",25504040,5944
"461",2014,3611.387,5180.603,21.9218,2835.059,129.326,882.535,12,658.033,484.179,1081.992,0,4249.913,283.648,1645.746,86.64,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings.","Tiffany & Co.",25504040,5944
"462",2015,3508.4,5129.7,22.9606,2911.4,126.8,798.1,12.2,729.9,463.9,998,0,4104.9,302,1693.3,63.84,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings.","Tiffany & Co.",25504040,5944
"463",2016,3573.6,5097.6,24.2048,3013.5,124.5,878.4,11.9,632.8,446.1,965.1,0,4001.8,299,1731.1,78.72,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings.","Tiffany & Co.",25504040,5944
"464",2017,3983.3,5468.1,25.9711,3233.4,124.5,882.9,13.1,724.8,370.1,998.7,0,4169.8,314.9,1810.2,106.65,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings.","Tiffany & Co.",25504040,5944
"465",2018,3759.5,5333,25.6576,3117.4,121.5,883.4,14.2,718.1,586.4,1025.8,0,4442.1,394.1,2020.7,88.73,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings.","Tiffany & Co.",25504040,5944
"466",2019,3875.5,6660.1,27.4167,3322.9,121.2,1892.5,14.1,970.4,541.1,1010.9,0,4424,378.8,2009.1,134.02,"Tiffany & Co., through its subsidiaries, designs, manufactures, and retails jewelry and other items. The company offers jewelry collections, engagement rings, and wedding bands. It also sells watches, home and accessories products, and fragrances; and wholesales diamonds and earnings.","Tiffany & Co.",25504040,5944
"467",2011,3120,17339,11.2267,6493,578.351,4850,20.077,3568,912,1774,0,9616,242,862,NA,"","Liberty Interactive Corp -Consolidated",25502010,5961
"468",2012,5258,26255,12.9986,7562,581.754,6246,22.078,4489,1530,1809,0,10054,271,1009,NA,"","Liberty Interactive Corp -Consolidated",25502010,5961
"469",2013,4426,24676,12.9082,6936,537.332,6406,23.079,3756,501,2096,0,11252,509,1525,NA,"","Liberty Interactive Corp -Consolidated",25502010,5961
"470",2014,5548,18641,9.1819,5673,617.846,7105,20.078,3739,537,1857,0,10499,271,1067,NA,"","Liberty Interactive Corp -Consolidated",25502010,5961
"471",2015,5875,21180,10.7279,6787,632.652,7481,22.08,3100,869,1849,0,9989,154,1048,NA,"","Liberty Interactive Corp -Consolidated",25502010,5961
"472",2016,3169,20355,12.4534,6772,543.788,7166,21.08,2534,1235,1842,0,10647,231,1190,NA,"","Liberty Interactive Corp -Consolidated",25502010,5961
"473",2017,4165,24122,17.6807,9984,564.682,7553,28.255,3441,2441,1803,0,10404,217,1153,NA,"","Liberty Interactive Corp -Consolidated",25502010,5961
"474",2011,56.191,119.005,1.9368,75.147,38.8,4.099,NA,21.339,31.36,41.265,0,152.717,1.104,79.782,NA,"Tile Shop Holdings, Inc. operates as a specialty retailer of natural stone and man-made tiles, setting and maintenance materials, and related accessories in the United States.","Tile Shop Holdings Inc",25504030,5700
"475",2012,72.268,176.074,-1.0367,-44.763,43.178,70.73,0.762,35.879,-46.887,44.941,0,182.65,2.9,98.613,16.83,"Tile Shop Holdings, Inc. operates as a specialty retailer of natural stone and man-made tiles, setting and maintenance materials, and related accessories in the United States.","Tile Shop Holdings Inc",25504030,5700
"476",2013,91.704,242.769,1.5589,79.863,51.23,92.807,1.214,39.985,-35.66,49.61,0,229.564,6.2,125.515,18.07,"Tile Shop Holdings, Inc. operates as a specialty retailer of natural stone and man-made tiles, setting and maintenance materials, and related accessories in the United States.","Tile Shop Holdings Inc",25504030,5700
"477",2014,88.533,252.19,1.8259,93.695,51.314,89.415,1.19,32.152,10.547,43.349,0,257.192,5.7,155.468,8.88,"Tile Shop Holdings, Inc. operates as a specialty retailer of natural stone and man-made tiles, setting and maintenance materials, and related accessories in the United States.","Tile Shop Holdings Inc",25504030,5700
"478",2015,87.352,245.435,2.2396,115.201,51.438,52.052,1.41,40.107,15.696,52.745,0,292.987,6.5,173.101,16.4,"Tile Shop Holdings, Inc. operates as a specialty retailer of natural stone and man-made tiles, setting and maintenance materials, and related accessories in the United States.","Tile Shop Holdings Inc",25504030,5700
"479",2016,96.201,265.273,2.6915,138.899,51.607,22.823,1.448,60.188,18.463,63.573,0,324.157,6.9,186.365,19.55,"Tile Shop Holdings, Inc. operates as a specialty retailer of natural stone and man-made tiles, setting and maintenance materials, and related accessories in the United States.","Tile Shop Holdings Inc",25504030,5700
"480",2017,105.559,270.725,2.7585,143.874,52.157,18.758,1.634,62.034,10.819,54.919,0,344.6,9.5,207.542,9.6,"Tile Shop Holdings, Inc. operates as a specialty retailer of natural stone and man-made tiles, setting and maintenance materials, and related accessories in the United States.","Tile Shop Holdings Inc",25504030,5700
"481",2018,130.29,297.63,2.7766,146.347,52.708,53.436,1.738,50.516,10.442,48.486,0,357.254,8.3,231.249,5.48,"Tile Shop Holdings, Inc. operates as a specialty retailer of natural stone and man-made tiles, setting and maintenance materials, and related accessories in the United States.","Tile Shop Holdings Inc",25504030,5700
"482",2019,122.179,399.814,2.5764,130.899,50.807,194.725,1.638,69.85,-4.463,32.189,0,340.351,9.2,237.476,1.69,"Tile Shop Holdings, Inc. operates as a specialty retailer of natural stone and man-made tiles, setting and maintenance materials, and related accessories in the United States.","Tile Shop Holdings Inc",25504030,5700
"483",2011,326.993,1460.586,1.1266,85.587,75.966,1050.92,0,298.281,-43.648,204,0,2423.215,NA,74.363,20.16,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies. The company transports propane to propane distribution locations, tanks on customers' premises, or to portable propane tanks delivered to retailers.","Ferrellgas Partners LP",55102010,5900
"484",2012,289.346,1397.279,-0.3682,-29.088,79.007,1059.085,0,340.221,-10.952,174.803,0,2339.092,NA,65.979,19.92,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies. The company transports propane to propane distribution locations, tanks on customers' premises, or to portable propane tanks delivered to retailers.","Ferrellgas Partners LP",55102010,5900
"485",2013,280.979,1356.028,-1.1078,-87.596,79.073,1106.94,0,302.284,56.426,242.935,0,1975.467,NA,83.365,22.09,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies. The company transports propane to propane distribution locations, tanks on customers' premises, or to portable propane tanks delivered to retailers.","Ferrellgas Partners LP",55102010,5900
"486",2014,364.931,1572.27,-1.3833,-112.366,81.228,1292.214,0,355.04,33.211,240.339,0,2405.86,NA,103.79,25.4,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies. The company transports propane to propane distribution locations, tanks on customers' premises, or to portable propane tanks delivered to retailers.","Ferrellgas Partners LP",55102010,5900
"487",2015,365.609,2464.056,2.0299,203.754,100.377,1804.392,0,409.98,29.62,244.383,0,2024.39,NA,109.851,20.86,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies. The company transports propane to propane distribution locations, tanks on customers' premises, or to portable propane tanks delivered to retailers.","Ferrellgas Partners LP",55102010,5900
"488",2016,285.115,1683.306,-6.6024,-647.057,98.003,1941.335,0,362.177,-665.415,302.478,0,2039.367,NA,112.964,19.68,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies. The company transports propane to propane distribution locations, tanks on customers' premises, or to portable propane tanks delivered to retailers.","Ferrellgas Partners LP",55102010,5900
"489",2017,296.784,1609.969,-7.7566,-753.578,97.153,1995.795,0,340.566,-54.207,210.072,0,1930.277,NA,93.829,4.5,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies. The company transports propane to propane distribution locations, tanks on customers' premises, or to portable propane tanks delivered to retailers.","Ferrellgas Partners LP",55102010,5900
"490",2018,363.921,1363.281,-10.579,-1027.785,97.153,2078.637,0,279.645,-254.581,215.689,0,2073.142,NA,96.532,3.16,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies. The company transports propane to propane distribution locations, tanks on customers' premises, or to portable propane tanks delivered to retailers.","Ferrellgas Partners LP",55102010,5900
"491",2019,241.379,1262.959,-11.6438,-1131.233,97.153,1457.004,0,908.357,-64.247,199.277,0,1684.392,NA,98.76,0.8426,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies. The company transports propane to propane distribution locations, tanks on customers' premises, or to portable propane tanks delivered to retailers.","Ferrellgas Partners LP",55102010,5900
"492",2020,543.807,1668.19,-12.3521,-1200.042,97.153,1768.891,0,1089.85,-82.499,232.786,0,1497.826,NA,81.64,0.4096,"Ferrellgas Partners, L.P. distributes and sells propane and related equipment and supplies. The company transports propane to propane distribution locations, tanks on customers' premises, or to portable propane tanks delivered to retailers.","Ferrellgas Partners LP",55102010,5900
"493",2011,1302.741,5364.769,979.603,994.297,1.015,2681.687,14.9,662.2,31.623,524.698,0,4048.294,86.6,934.177,NA,"Neiman Marcus Group, Inc., through its subsidiaries, operates as an omni-channel luxury fashion retailer primarily in the United States.","Neiman Marcus Inc",25503010,5311
"494",2012,1143.735,5201.855,604.6591,615.543,1.018,2781.882,15.8,725.229,140.086,585.33,0,4396.945,106.5,1013.582,NA,"Neiman Marcus Group, Inc., through its subsidiaries, operates as an omni-channel luxury fashion retailer primarily in the United States.","Neiman Marcus Inc",25503010,5311
"495",2013,1285.977,5300.241,814.7431,831.038,1.02,2697.077,15.7,776.706,163.699,648.463,0,4701.622,126.9,1057.796,NA,"Neiman Marcus Group, Inc., through its subsidiaries, operates as an omni-channel luxury fashion retailer primarily in the United States.","Neiman Marcus Inc",25503010,5311
"496",2014,1409.774,8761.726,NA,1432.594,NA,4580.521,16.5,856.683,-147.181,668.613,0,4894.656,NA,1106.997,NA,"Neiman Marcus Group, Inc., through its subsidiaries, operates as an omni-channel luxury fashion retailer primarily in the United States.","Neiman Marcus Inc",25503010,5311
"497",2011,49.239,51.6,NA,-12.369,47.018,0,NA,35.042,-2.186,8.427,0,230.186,NA,156.156,NA,"ViSalus, Inc., a direct-to-consumer personal health product company, provides various branded weight-management products, nutritional supplements, and energy drinks in the United States and Canada.","ViSalus Inc",25501010,5961
"498",2011,2744.132,4250.984,2.5844,739.071,280.516,648.313,39,2047.437,95.694,302.864,0,11489.533,434.6,3336.992,2.15,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom.","The ODP Corporation",25504040,5940
"499",2012,2696.19,4010.779,2.2429,661.441,285.819,485.331,38,2045.968,-77.111,303.774,0,10695.652,402.4,3147,3.28,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom.","The ODP Corporation",25504040,5940
"500",2013,4396,7477,3.8872,2063,530.714,1555,64,2922,-20,249.16,0,11242,378,2581.84,5.29,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom.","The ODP Corporation",25504040,5940
